,id,text,user1_stance1,user1_comment,user1_confidence,user1_stance2,user1_time,annotator_id,user2_stance1,user2_comment,user2_confidence,user2_stance2,user2_time,user2_annotator_id,user3_stance1,user3_comment,user3_confidence,user3_stance2,user3_time,user3_annotator_id
138,1.406311215131996e+18,"Governments world wide is begging the population to take a vaccine jab,as if the governments ever cared for its citizens.",anti,,2,irrelevant,48.672,user_13,anti,,5.0,NotAva,6.087,user_14,anti,,4.0,pro,114.998,additional_user_4
139,1.4063838618152507e+18,"The vaccination is optional 100%, but if you are not vaccinated, we will prevent you from air.  stolen tweet",irrelevant,Negative comments around other restrictions for the unvaccinated,2,anti,99.611,user_5,anti,Not sure whether this is against mandatory vaccination or vaccine too,2.0,irrelevant,284.286,user_6,anti,,4.0,pro,50.224,additional_user_4
140,1.4065557229391913e+18,its been 1 min after the vaccine and my hand numb alr,hesitant,,4,NotAva,17.497,user_9,anti,not exactly a complaint i suppose,3.0,NotAva,25.323,user_8,pro,,3.0,hesitant,91.869,additional_user_4
141,1.4069207985190584e+18,happy cancer szn everyone!!! and happy vaccination day to me!!! :))),pro,,5,NotAva,12.141,user_15,irrelevant,,5.0,NotAva,6.923,user_14,pro,,2.0,NotAva,32.681,additional_user_4
142,1.4069810206002217e+18,booked myself a nose piercing after my vaccine on fri as a gift to myself bc my agoraphobia has been at its peak recently. i’m making that trip on my own n i haven’t gone out properly like that in months so yeah lol,pro,,5,NotAva,74.926,user_8,irrelevant,"Seems to be stating events only, But this person was vaccinated",3.0,pro,112.776,user_9,pro,,3.0,irrelevant,12579.215,additional_user_4
143,1.4071012848265503e+18,"Why did govt refuse to introduce no-fault covid-19 vaccine injury compensation scheme despite calls fm medicos last year? #Scottyknew? #TheyAllKnew? And why still no retrospective #VICS? Scott Morrison &amp; his govt should all resign immediately #TTS #publicconfidence #care? #auspol <a href=""https://t.co/bRgC4WiWAm  ""  target=""_blank"">https://t.co/bRgC4WiWAm </a> LAST week’s TGA AstraZeneca blood clot victims:  - NSW woman age 53 - NSW woman age 67 - VIC woman age 55 - VIC woman age 65 - VIC man age 50 - VIC man age 56 - VIC woman age 69 - QLD man age 59 - QLD man age 80 - SA woman age 58 - TAS woman age 65 - NT man age 54  60 TOTAL cases  ",hesitant,,4,NotAva,251.328,user_9,irrelevant,unsure about meaning,3.0,NotAva,58.121,user_7,anti,,5.0,NotAva,149.437,additional_user_4
144,1.4081328013801595e+18,2nd COVID vaccine tomorrow. Really hoping I don’t react to it in the same way I reacted to the first one…,pro,,5,NotAva,34.72,user_10,irrelevant,,4.0,NotAva,347.455,user_12,pro,,4.0,hesitant,13.625,additional_user_4
145,1.4081400571695718e+18,Blackmail is illegal.  But not when it comes to the vaccine apparently 🙄,anti,,5,NotAva,7.508,user_11,irrelevant,,5.0,NotAva,11.776,user_10,anti,,4.0,irrelevant,14.337,additional_user_4
146,1.408789468232966e+18,my head is killing me omfg at this point i wish the vaccine is killing me,pro,"The user is pro-vaccine as they already had their dose, thus they are getting side effects.",5,NotAva,36.345,user_4,irrelevant,"person got a vaccine, is just complaining about side effects",3.0,NotAva,26.919,user_5,pro,,2.0,hesitant,29.465,additional_user_4
147,1.408800735513387e+18,"@EvanDonovan @bungdan Vaccination is a personal and public HEALTH issue first!  It is not a political issue or a religious issue.  Just like birth control is a health issue first, despite how Evangelicals try to make it a religious issue so they can CONTROL women’s bodies.",pro,,3,NotAva,13.216,user_5,irrelevant,,4.0,NotAva,32.734,user_6,pro,,3.0,irrelevant,48.293,additional_user_4
148,1.408903848270381e+18,"1,342 cases of myocarditis and pericarditis with 835 cases attributed to Pfizer, 458 cases to Moderna and  45 cases to J&amp;J’s COVID vaccine. #JanssenVaccin #janssenvaccine #PlanDiePrik",hesitant,,5,NotAva,17.539,user_15,anti,,2.0,pro,94.879,user_13,anti,,4.0,NotAva,162.529,additional_user_4
149,1.409211960781017e+18,Do u need the vaccine shot to travel? Or can u travel without it,hesitant,,4,NotAva,13.011,user_13,irrelevant,,5.0,NotAva,247.265,user_14,irrelevant,,4.0,NotAva,127.481,additional_user_4
150,1.409526964654809e+18,"This is ridiculous. They don't believe in informed consent anymore? This guy is pro-vaccine, but argues for properly informed consent.  USask suspends doctor calling for ‘informed consent’ for mRNA vaccines <a href=""<a href=""https://t.co/26npPaPEEE  ""  target=""_blank"">https://t.co/26npPaPEEE </a> ""  target=""_blank"">https://t.co/26npPaPEEE </a>",irrelevant,not exactly anti vaccine but this would probably cause less people to get vaccinated,2,anti,94.16,user_14,hesitant,,3.0,NotAva,89.129,user_15,anti,,3.0,hesitant,116.35,additional_user_4
151,1.4106860345480435e+18,More and more people having the vaccine. More and more cases. 👏🏼👏🏼👏🏼👍🏻,pro,,5,NotAva,26.886,user_9,anti,,4.0,NotAva,14.013,user_7,pro,,5.0,NotAva,12.144,additional_user_4
152,1.4121842323577324e+18,Fear of the vaccine or fear of disease makes no difference. Fear is Fear.,irrelevant,hard to work out stance on vaccines,5,NotAva,16.367,user_1,hesitant,,5.0,NotAva,10.347,user_2,hesitant,,2.0,irrelevant,124.09,additional_user_4
153,1.412782838143914e+18,"Staffordshire family heartbroken as dad 'paralysed by covid vaccine' <a href=""https://t.co/gP72Johrji  ""  target=""_blank"">https://t.co/gP72Johrji </a> ",irrelevant,"The tweet itself is informative (so irrelevant), but the link provided reflects the opinions of a family that is suffering due to the covid-19 vaccine.",5,NotAva,152.997,user_4,anti,"negative story about the vaccine, but is news reporting rather than opinion",3.0,NotAva,57.11,user_5,anti,,3.0,hesitant,78.032,additional_user_4
154,1.4130972966070804e+18,"#Anticancer drug, also called #antineoplastic drug, any drug that is #effective in the #treatment of #malignant, or cancerous, disease. #thursdayvibes #COVID19 #vaccination <a href=""<a href=""https://t.co/rx2obCsntr  ""  target=""_blank"">https://t.co/rx2obCsntr </a> ""  target=""_blank"">https://t.co/rx2obCsntr </a>",irrelevant,,5,NotAva,19.076,user_14,pro,,3.0,NotAva,85.142,user_15,pro,,3.0,irrelevant,53.332,additional_user_4
155,1.414582003668816e+18,"Family's despair as dad 'paralysed by coronavirus vaccine' <a href=""https://t.co/kly9zh3cyO  ""  target=""_blank"">https://t.co/kly9zh3cyO </a> ",anti,,5,NotAva,10.697,user_8,irrelevant,,5.0,NotAva,25.16,user_7,anti,,4.0,hesitant,33.962,additional_user_4
156,1.4153461044685292e+18,"And so it begins. Get your Bibles out and keep up with prophecies predicted thousands of years ago.  French President Emmanuel Macron has announced that those who don’t have a ‘COVID pass’ will be banned from participating in basic life activities such as visiting shopping malls, restaurants and using public transport.  <a href=""<a href=""https://t.co/TA20OyvWcS  ""  target=""_blank"">https://t.co/TA20OyvWcS </a> ""  target=""_blank"">https://t.co/TA20OyvWcS </a>",irrelevant,,4,NotAva,141.57,user_17,anti,,5.0,NotAva,32.308,user_16,anti,,2.0,irrelevant,78.527,additional_user_4
157,1.416359894110937e+18,Girls talking about double vaccination how about double penetration?,irrelevant,,5,NotAva,10.29,user_11,hesitant,,4.0,NotAva,29.57,user_12,anti,,4.0,NotAva,26.265,additional_user_4
158,1.416366748278927e+18,"Is Death dangerous? 🤔  DOES THE COVID VACCINE HAVE DANGEROUS SIDE EFFECTS? RETWEET, COMMENT PLS",anti,,5,NotAva,16.126,user_10,hesitant,,5.0,NotAva,19.157,user_12,hesitant,,3.0,anti,22.224,additional_user_4
159,1.4168375124592763e+18,@JesseKellyDC Both sides make their decision based on fear. Fear of the virus. Or fear of the vaccine.,irrelevant,,4,NotAva,17.698,user_1,hesitant,,3.0,irrelevant,41.623,user_2,irrelevant,,3.0,pro,1070.621,additional_user_4
160,1.4170760290766927e+18,The top Facebook post in U.S. about vaccines today was Marjorie Taylor Greene spreading vaccine disinformation. President Biden is right — Facebook is killing people. Mark Zuckerberg is killing people. Sheryl Sandberg is killing people.,pro,,5,NotAva,20.639,user_16,irrelevant,,4.0,NotAva,15.275,user_17,pro,,3.0,anti,101.558,additional_user_4
161,1.4171960971356938e+18,"AGREE AGREE AND AGREE  I am extremely pro-vaccine, but I passionately believe it should be a person's individual choice.  Vaccine passports are wrong.",pro,,2,hesitant,30.675,user_16,pro,,5.0,NotAva,44.775,user_17,pro,,3.0,irrelevant,21.099,additional_user_4
162,1.4175009095049585e+18,@BorisJohnson Do they need vaccine passports to gather.,irrelevant,,5,NotAva,8.988,user_5,hesitant,"Not sure about the context (""to gather""?)",2.0,irrelevant,185.182,user_6,irrelevant,,4.0,NotAva,13.488,additional_user_4
163,1.4175936446605312e+18,"MTG now says that people who refuse the vaccine are ""treated like a second-class citizen""  ",irrelevant,quoting someone else ,2,anti,26.302,user_14,pro,,3.0,NotAva,11.817,user_15,anti,,4.0,pro,25.855,additional_user_4
164,1.41781809767988e+18,@HistoryPolitico @joelpollak The vaccine may kill people. The virus will kill people. Abortion definitely kills people.,irrelevant,,3,hesitant,16.236,user_2,anti,"saying the vaccine will kill people, which is misinformation",4.0,NotAva,43.032,user_1,pro,,3.0,irrelevant,158.04,additional_user_4
165,1.4183519938784215e+18,@GNev2 Everyone who's had the vaccine are pressing yes with the tongue.,anti,Suggests those with vaccines are severally disabled? (hence using alternate computer interaction interfaces with the tongue),4,NotAva,38.699,user_5,irrelevant,This is a sarcastic tweet that I don't really understand. But I believe that the tweet is either irrelevant or the user is a pro-vaxxer.,2.0,pro,82.783,user_4,pro,,4.0,NotAva,42.971,additional_user_4
166,1.4186484048345416e+18,Unforeseen circumstances = doesnt have vaccine?,pro,,4,NotAva,30.353,user_6,irrelevant,"Someone arguing that the country doesn't have vaccines due to ""unforseen circumstances"", thus the tweet doesn't explicitely reflect the user's stance.",5.0,NotAva,52.364,user_4,pro,,2.0,irrelevant,37.312,additional_user_4
167,1.4186490179998925e+18,Be humble be real and stay happy life is short to be anything but #Happy. #Staysafe #Maskup #Getvaccinated #Covidisreal,pro,,5,NotAva,27.86,user_7,irrelevant,,5.0,NotAva,9.899,user_9,pro,,4.0,irrelevant,113.593,additional_user_4
168,1.418654162485596e+18,@681Legend @jckiker @DeAndreHopkins Did you go to medical school to be able to know what they get taught or don't get taught? They also have continuing education and specific fields of practice including immunology which includes vaccination. You are objectively wrong.,pro,"Clearly pro-, but might be seen as irrelevant due to context missing",3,irrelevant,56.11,user_6,pro,Concerns the education of people giving vaccines (which may be interpreted as giving pro-vaccine stances credibility),2.0,irrelevant,50.66,user_5,pro,,2.0,anti,352.679,additional_user_4
169,1.41901863179554e+18,I would say that I would die before I would get the vaccine but the truth is I would probably die after I get it!,anti,,5,NotAva,13.693,user_10,hesitant,,4.0,NotAva,135.507,user_12,hesitant,,2.0,pro,88.877,additional_user_4
170,1.4193414973428654e+18,“We don’t know the long-term effects of the vaccine!” -Person who will experience the long-term effects of Covid,pro,,5,NotAva,36.319,user_13,hesitant,,5.0,NotAva,9.309,user_15,pro,,5.0,NotAva,87.663,additional_user_4
171,1.4197433901958715e+18,"Hello @Delta, I am travelling from India to the USA and have a stop at Heathrow Airport.   I am Minor and travelling on a student VISA.  Do I need vaccination?  There is no terminal change in Heathrow Airport.",hesitant,,5,NotAva,83.973,user_11,irrelevant,,5.0,NotAva,116.799,user_12,irrelevant,,5.0,NotAva,91.602,additional_user_4
172,1.4200782583019397e+18,"No responsibilty AT ALL for any currently unknown adverse effects!!  Long term effects and efficiency:  ""Purchaser acknowledges...the long-term effects and efficacy of the Vaccine are not currently known and that there may be adverse effects of the Vaccine that are not currently known.""  #PfizerLeak #Pfizer <a href=""https://t.co/8En9UjKmgH  ""  target=""_blank"">https://t.co/8En9UjKmgH </a> ",anti,,4,NotAva,82.272,user_11,hesitant,,5.0,NotAva,76.298,user_12,anti,,3.0,hesitant,66.106,additional_user_4
173,1.420353542817202e+18,@realsb4feelings They know it isn't a vaccine. They know it's killing people. They also know we know. They are doing one last push I think.,anti,,5,NotAva,13.71,user_6,irrelevant,This tweet is very confusing. I don't know if it is relevant or anti-vaxx.,2.0,anti,78.152,user_4,anti,,5.0,NotAva,28.34,additional_user_4
174,1.420496870305149e+18,"The ""jabbed""' are the problem.  <a href=""<a href=""https://t.co/GRlfQnZHqr  ""  target=""_blank"">https://t.co/GRlfQnZHqr </a> ""  target=""_blank"">https://t.co/GRlfQnZHqr </a> The jabbed who treat the un-jabbed like lepers must know deep down that their jab doesn’t work. ✌🏻✌🏼  ",anti,,5,NotAva,77.666,user_13,hesitant,,5.0,NotAva,35.32,user_15,anti,,4.0,NotAva,142.986,additional_user_4
175,1.4207669793177723e+18,Agree!!  I agree with mandatory vaccinations and masks.   But not for any American.   I want mandatory vaccination and masking for every single illegal alien Biden is letting into America every stinking day.   Agree?,pro,,5,NotAva,38.278,user_4,pro,"American madman, basically",2.0,anti,65.082,user_5,irrelevant,,4.0,anti,39.589,additional_user_4
176,1.4208678964613325e+18,"Fact: The #CovidVaccine is still experimental, not fully approved by the FDA  Fact: The government is forcing an expermimenal vaccine on the population  Fact: Taking a experimental vaccine is still my choice and not of government businesses  Fact: I am vaccinated by MY CHOICE",pro,,5,NotAva,105.508,user_2,anti,,5.0,NotAva,7.983,user_1,pro,,5.0,NotAva,4175.537,additional_user_4
177,1.4211566017051566e+18,"@HouseGOP @GOPLeader @RepBradWenstrup Biden Admin: infrastructure, vaccine rollout, infrastructure part two, voting rights, bring the economy back to the highest level ever.  Trump Cult: border/fear, border, border, border/fear, border/fear, border/fear, fear, fear… <a href=""https://t.co/ABGFGu6X3x  ""  target=""_blank"">https://t.co/ABGFGu6X3x </a>",pro,,5,NotAva,13.232,user_1,irrelevant,,5.0,NotAva,17.222,user_2,irrelevant,,5.0,NotAva,80.513,additional_user_4
178,1.42123243311095e+18,Forget long term effects. The SHORT term effects of the virus is DYING potentially lol  That’s the craziest part of this whole thing to ME. everyone is so concerned with the long term effects of the vaccine .... what about the long term effects of the fuckin VIRUS,pro,,4,NotAva,3405.02,user_13,hesitant,,5.0,NotAva,16.099,user_15,pro,,5.0,NotAva,30.449,additional_user_4
179,1.4214489866914406e+18,"3rd — After having the vaccine, someone is collecting the vaccination card to require you to stay for 15 mins monitoring 4th — Waiting / monitoring area. Then they will call one by one to claim the card.",pro,,5,NotAva,17.916,user_9,irrelevant,,5.0,NotAva,43.192,user_7,pro,,4.0,NotAva,112.647,additional_user_4
180,1.421533419360506e+18,@borrowcheck @paulg A rushed vaccine manufacturered in the US has a lot more liability attached to it than a rushed virus manufactured in China,pro,,4,NotAva,19.009,user_4,irrelevant,,4.0,NotAva,18.111,user_6,irrelevant,,4.0,NotAva,36.408,additional_user_4
181,1.4219420685496525e+18,Don't want to #WearAMask Don't want Social Distancing Don't want to #GetVaccinated Don't want Citizens to Vote Don't want #ClimateChange fixed Don't want Women to have ctrl of their bodies Don't want pay Equity Don't want $15/hr Don't want Gun Reform &amp; Police Reform Who😍You🇺🇸⁉,anti,,5,NotAva,16.365,user_11,irrelevant,,5.0,NotAva,26.105,user_10,irrelevant,,2.0,pro,697.035,additional_user_4
182,1.4221565669087887e+18,"UAE to give Sinopharm vaccine to kids following ‘clinical trials and extensive evaluations’ <a href=""https://t.co/CeeDA3bCKv  ""  target=""_blank"">https://t.co/CeeDA3bCKv </a> ",pro,,4,NotAva,10.212,user_8,irrelevant,,5.0,NotAva,39.281,user_7,irrelevant,,3.0,pro,47.231,additional_user_4
183,1.42266017321524e+18,"No the fuck it doesn’t prevent you from dying. You clearly see those fucking green percentages of deaths. Don’t be stupid.  Powerful graphic. No, the vaccine may not completely prevent you from getting COVID, but it sure does prevent you from dying. Delta included folks. #COVID19",pro,,5,NotAva,45.397,user_15,anti,"this is hard to understand, they contradict themselves.",2.0,pro,52.262,user_14,pro,,4.0,NotAva,161.894,additional_user_4
184,1.4228778458444923e+18,"Israel, Gibraltar, and Seychelles are reimposing restrictions despite high vaccine uptake. It is now clear that the principal cause of restrictions is not the vaxx-refusers but our compliance with previous restrictions.",hesitant,,4,NotAva,65.87,user_10,anti,,5.0,NotAva,10.343,user_11,irrelevant,,3.0,NotAva,52.037,additional_user_4
185,1.4229360162440684e+18,@GBNEWS You can’t compare children to children. If all children are low risk then none need the vaccine while it’s still in the trials phase,anti,,3,NotAva,37.7,user_1,hesitant,,5.0,NotAva,15.07,user_2,irrelevant,,5.0,NotAva,48.309,additional_user_1
186,1.4229783317130977e+18,Forget the long term effects of the vaccine. What about the long term effects of this ass!?,hesitant,,3,NotAva,29.126,user_15,pro,,4.0,NotAva,75.257,user_13,pro,not sure what was the user trying to say,2.0,irrelevant,90.758,additional_user_1
187,1.423226652755116e+18,Don’t want the vaccine? Then don’t work in health care. That’s your prerogative. This anti-science and “it’s political” mindset is dangerous and has no place in the medical field. This is PUBLIC SAFETY.,anti,,4,NotAva,24.909,user_4,pro,,4.0,NotAva,18.047,user_5,pro,,5.0,NotAva,49.359,additional_user_1
188,1.4235892474166843e+18,"@therichyhughes @Matthew_Wright @terrychristian The majority of people dying from Covid are obese or have underlying health issue, the yellow card reporting system now has over 1.5 million adverse reactions to the vaccine",hesitant,,3,anti,24.509,user_2,anti,,4.0,NotAva,10.599,user_1,anti,,5.0,NotAva,37.003,additional_user_1
189,1.4235954830841815e+18,#VaccinePassport literal segregation,irrelevant,,5,NotAva,88.764,user_10,anti,,5.0,NotAva,27.494,user_11,irrelevant,,5.0,NotAva,19.884,additional_user_1
190,1.4236843239290388e+18,"you know, the long term effects of the vaccine, like the long term effects of all the other vaccines",pro,,3,NotAva,15.256,user_13,irrelevant,,5.0,NotAva,12.11,user_14,pro,the stance is not clear,1.0,hesitant,32.221,additional_user_1
191,1.424110011693871e+18,"Marjorie Taylor Greene congratulates crowd for low vaccination rate <a href=""https://t.co/de6sUYXkPR.  ""  target=""_blank"">https://t.co/de6sUYXkPR. </a>Low vaccination rate, I think it’s a Low IQ rate",anti,,5,NotAva,16.633,user_11,pro,,5.0,NotAva,40.474,user_12,pro,,5.0,NotAva,16.833,additional_user_1
192,1.4246469406676132e+18,"Prof Feynman: “The problem is not people being uneducated. The problem is that people are educated just enough to believe what they have been taught, and not educated enough to question anything from what they have been taught.” #BigPharma #coronavirus #mRNA #Vaccinatie",anti,,4,NotAva,46.499,user_11,irrelevant,,5.0,NotAva,19.476,user_10,irrelevant,,5.0,NotAva,33.039,additional_user_1
193,1.4254854194628895e+18,Where in the Bible do fucking viruses exist? Maybe the Bible isn't the best source for medical answers.  @geroNP23 @alphafoxtrot33 @cnnbrk Where in the Bible does it say to get a vaccine,pro,,5,NotAva,8.641,user_11,anti,,4.0,NotAva,917.615,user_12,hesitant,not sure about the stance,2.0,anti,55.11,additional_user_1
194,1.425552616717701e+18,"Blackmail and extortion  🇮🇪🦊 threats blackmail and extortion of HSE workers to get the vaccine... <a href=""https://t.co/2yWsot71O2  ""  target=""_blank"">https://t.co/2yWsot71O2 </a> ",irrelevant,"About mandates and coercion, not vaccine efficacy",4,NotAva,50.182,user_5,anti,"The account has been suspended. Irrelevant because it refers to vaccine being mandatory, but feels more like anti-.",3.0,irrelevant,97.813,user_6,irrelevant,not sure about the stance,1.0,anti,131.726,additional_user_1
195,1.425849540490449e+18,"""Show proof of vaccination or a negative test"" the say. Do they think a vaccine makes you negative?  ",anti,,2,irrelevant,177.257,user_14,hesitant,,5.0,NotAva,30.015,user_15,hesitant,,1.0,irrelevant,56.576,additional_user_1
196,1.4259112404010312e+18,Where’s the fuck you option?  ANONYMOUS POLL: Your vaccination status?,anti,,4,NotAva,7.423,user_8,irrelevant,Uncertain stance tendency,3.0,hesitant,186.472,user_9,irrelevant,,4.0,NotAva,57.855,additional_user_1
197,1.425969828809134e+18,"Students must show proof of vaccination before their first in-person class and proof of a second dose no later than 30 days from the date of that first class, according to a system release.",irrelevant,,4,NotAva,18.744,user_14,pro,,5.0,NotAva,21.659,user_15,irrelevant,,4.0,NotAva,22.928,additional_user_1
198,1.4266837588544102e+18,Absolutely heartbreaking but everyone should read this entire thread.  This thread is absolutely heartbreaking.  #GetVaccinated,irrelevant,,5,NotAva,88.58,user_9,pro,,5.0,NotAva,24.935,user_7,pro,based on the hashtag only,3.0,NotAva,33.204,additional_user_1
199,1.426862017936298e+18,@MollyJongFast you can’t push “religious liberty” if you push mandatory vaccination,anti,,5,NotAva,16.102,user_4,irrelevant,,4.0,NotAva,14.064,user_6,irrelevant,,4.0,NotAva,30.072,additional_user_1
200,1.4273914157560668e+18,Bushfire hesitancy Quarantine hesitancy Vaccine hesitancy Evacuation hesitancy  #ScottyHesitates,irrelevant,,5,NotAva,24.088,user_16,hesitant,not sure what was the user trying to say,2.0,irrelevant,52.125,user_17,irrelevant,the stance is not too clear,2.0,hesitant,44.631,additional_user_1
201,1.4281217492504005e+18,@komonews If things are getting worse than last year why are school guidelines more lenient? Why no vaccine mandate for students? Why not go back to 6 ft for kids too young for vaccine?,irrelevant,,4,NotAva,32.295,user_6,hesitant,"From this user's questions, I believe they either want vaccines for students or more stricter school guidelines to avoid spreading the virus. Hence hesitancy and pro-vaxx tags have been chosen.",2.0,pro,118.783,user_4,pro,not sure about the stance,1.0,irrelevant,111.848,additional_user_1
202,1.429141587691463e+18,"@Scienceism1 Splitting hairs, I know, but there is a 'vaccine' for ignorance.  But there is no 'vaccine' for willful ignorance and rigid bias.",pro,,5,NotAva,25.511,user_4,irrelevant,,3.0,NotAva,15.361,user_5,irrelevant,not sure what the user is trying to say,2.0,pro,117.84,additional_user_1
203,1.4294045466237092e+18,The hardest thing is to be alone when receiving the vaccine..my agoraphobia isn’t that severe anymore but it is still there. That was the awkwardest moment of my life. But who cares,hesitant,,3,pro,27.723,user_13,pro,,4.0,NotAva,17.122,user_14,irrelevant,the user received the vaccine but didnt feel good about it,1.0,pro,229.88,additional_user_1
204,1.4297163644412928e+18,"So, the positions of vaccination being about more than just ourselves, and of the need to utilize other protective measures like masks, are not inconsistent or contradictory.",pro,,5,NotAva,35.948,user_13,hesitant,,3.0,NotAva,21.276,user_15,pro,,5.0,NotAva,36.087,additional_user_1
205,1.429815499890864e+18,guy with pre-existing heart problems gets vaccine and continues to have heart problems. must be the vaccine and not the...see above.,hesitant,,5,NotAva,24.157,user_15,pro,,5.0,NotAva,25.846,user_13,pro,not sure if it is sarcasm,1.0,anti,72.319,additional_user_1
206,1.42989529750997e+18,Fuck a COVID vaccine feel how you feel but I stand on what I feel,anti,,4,NotAva,9.948,user_11,hesitant,,5.0,NotAva,17.546,user_12,hesitant,,5.0,NotAva,20.494,additional_user_1
207,1.430303070689366e+18,amen. be very suspicious  Be suspicious of liberal vaccine talk. They are in the pocket of Big Alive and want you to not die so they can make money off you not dying.,pro,Sarcastic rephrasing of antivaxx tropes,5,NotAva,41.559,user_11,hesitant,,4.0,NotAva,48.799,user_12,hesitant,,4.0,NotAva,44.687,additional_user_1
208,1.4305009086396948e+18,@NatashaFatah A passport for a vaccine that does not necessarily prevent transmission. Completely logical and not at all dystopian.,irrelevant,"anti-mandate primarily, but also suspicious of efficacy",2,anti,36.731,user_5,pro,,5.0,NotAva,48.157,user_4,irrelevant,,5.0,NotAva,78.991,additional_user_1
209,1.4306110943017247e+18,What's in vaccine?  What's in them hot dogs 🌭 you eating?,pro,,4,NotAva,58.298,user_14,irrelevant,,2.0,pro,27.253,user_13,pro,,4.0,NotAva,30.358,additional_user_1
210,1.4316272774863585e+18,"More vaccinated, more variants,  vaccine less effective against variant, more vaccines, more variants, vaccine less effective against variant, more vaccines, more variants, vaccine less effective against variant, more vaccines, more variants...",hesitant,,5,NotAva,46.448,user_15,anti,,5.0,NotAva,16.204,user_13,irrelevant,,4.0,NotAva,38.559,additional_user_1
211,1.431961148929323e+18,"Vaccine hesitancy in South Africa is often intertwined with distrust in institutions, rooted in a history of inequality. An effective pandemic response to COVID-19 requires tackling this distrust.",pro,,4,NotAva,57.028,user_7,hesitant,,4.0,NotAva,157.371,user_9,irrelevant,,5.0,NotAva,37.904,additional_user_1
212,1.432054286859395e+18,From ‘there are no ingredients’ to ‘I’m a toxicologist’ in 5 minutes. First they say the vaccine’s ingredients aren’t listed. Then you show them the list and they say the ingredients listed are harmful. Then they say not all of the ingredients are listed… Arguing with play-doh.  @MShafferHSU @crave_guitar @HarpersMom6 @johnpavlovitz @DonaldJTrumpJr That is not a full list of ingredients. I don’t see graphine oxide anywhere on that list. You do know these vaccines contain graphine oxide don’t you? Why have they left that out of their list?,irrelevant,,5,NotAva,48.9,user_7,pro,,5.0,NotAva,100.72,user_9,hesitant,not sure what was the user trying to say,2.0,anti,150.469,additional_user_1
213,1.4323387878630807e+18,How does one address vaccine hesitancy in grown older folks?  How did you address it with your older relatives?,irrelevant,,5,NotAva,15.111,user_16,hesitant,,4.0,NotAva,11.456,user_17,irrelevant,,4.0,NotAva,26.714,additional_user_1
214,1.4333904306668257e+18,Wanna know why we even need #VaccinePassports ? #antivaxxers,pro,,2,hesitant,27.999,user_15,hesitant,,4.0,NotAva,5.87,user_14,anti,anti based on the hashtag,3.0,irrelevant,57.685,additional_user_1
215,1.4334106295833272e+18,"so no more question lah like,""why ah Sarawak vaccination high, cases also high"".   Then everyone happy. you happy, me happy, swabbers happy, frontliners happy.",pro,so confusing,2,anti,400.974,user_14,hesitant,,3.0,NotAva,18.572,user_15,irrelevant,not sure what was the user trying to say,1.0,NotAva,47.039,additional_user_1
216,1.4334979765806735e+18,Republicans: Mask: your body your choice  Vaccine: your body your choice  Abortion: your body my choice   Democrats: Mask: your body my choice  Vaccine: your body my choice  Abortions: my body my choice    Crypto community: Miami: only place to be,irrelevant,Seems to be a joke take on both sides.,3,NotAva,67.599,user_7,irrelevant,more just a statement on different political views,2.0,anti,31.343,user_8,irrelevant,,5.0,NotAva,43.227,additional_user_1
217,1.4337220468699505e+18,"Scott- "" the best vaccine is the one you can get now.""  Latest ASTRAZENECA blood clot victims. Two fatalities.  - NSW man age 23 - NSW man age 51 - NSW man age 54 DEAD - NSW man age 62 - NSW woman age 60 - NSW woman age 71 - VIC woman age 95 - QLD woman age 59    DEAD - WA man age 66  125 TOTAL cases. No rarer. No fairer. No safer.  ",anti,,5,NotAva,27.095,user_13,hesitant,,5.0,NotAva,58.639,user_15,anti,,4.0,NotAva,65.243,additional_user_1
218,1.4337759707550065e+18,@angrybklynmom I would not want my child to be taught by this teacher anymore than I'd want them to be taught by someone who thinks Bill Gates invented Covid and put a microchip in the vaccine.,irrelevant,,4,NotAva,13.758,user_5,pro,"This person is calling out other people who think that Bill Gates invented Covid. For the user, this is unreasonable and so they might be pro-vaxx.",3.0,NotAva,78.171,user_4,pro,,4.0,NotAva,36.598,additional_user_1
219,1.4338071482454753e+18,"you don't know know what's in the vaccine but you absolutely know what's in ivermectin and definitely know how viruses work so, that's cool.",pro,,3,NotAva,10.292,user_5,hesitant,,5.0,NotAva,20.039,user_4,irrelevant,not sure what was the user trying to say,1.0,pro,74.015,additional_user_1
220,1.4338560790378824e+18,"In the end, this will not bode well.   St. Paul Public Schools implements staff COVID-19 vaccination requirement  <a href=""<a href=""https://t.co/Rj7SRnmIkn  ""  target=""_blank"">https://t.co/Rj7SRnmIkn </a> ""  target=""_blank"">https://t.co/Rj7SRnmIkn </a>",anti,,4,NotAva,72.232,user_14,pro,,5.0,NotAva,9.709,user_15,irrelevant,,3.0,anti,541.566,additional_user_1
221,1.4338850272181207e+18,"Widespread condemnation for crowds protesting vaccine mandates <a href=""<a href=""https://t.co/rFUG6cWTQt  ""  target=""_blank"">https://t.co/rFUG6cWTQt </a> ""  target=""_blank"">https://t.co/rFUG6cWTQt </a> ",hesitant,,5,NotAva,23.636,user_15,pro,,4.0,NotAva,55.895,user_13,irrelevant,,5.0,NotAva,70.074,additional_user_1
